Station Name,LID,Modes of Transports
"Friedhof, Walpershofen Riegelsberg","A=1@O=Friedhof, Walpershofen Riegelsberg@X=6909612@Y=49322148@U=80@L=17610@",128
"Bürgerhaus, Niedersalbach Heusweiler","A=1@O=Bürgerhaus, Niedersalbach Heusweiler@X=6909765@Y=49336936@U=80@L=15806@",640
"Sommerbergstr. Nr 132, Köllerbach Püttlingen","A=1@O=Sommerbergstr. Nr 132, Köllerbach Püttlingen@X=6910413@Y=49289868@U=80@L=16909@",128
"GH Meyer, Engelfangen Püttlingen","A=1@O=GH Meyer, Engelfangen Püttlingen@X=6911015@Y=49297608@U=80@L=16907@",128
"Wölfelsbrunnen, Köllerbach Püttlingen","A=1@O=Wölfelsbrunnen, Köllerbach Püttlingen@X=6911132@Y=49295837@U=80@L=16919@",128
"Schule, Ritterstraße Püttlingen","A=1@O=Schule, Ritterstraße Püttlingen@X=6911338@Y=49279638@U=80@L=16823@",128
"Festplatz, Niedersalbach Heusweiler","A=1@O=Festplatz, Niedersalbach Heusweiler@X=6911653@Y=49333745@U=80@L=15802@",640
"Albert-Einstein-Str., Köllerbach Püttlingen","A=1@O=Albert-Einstein-Str., Köllerbach Püttlingen@X=6913262@Y=49310858@U=80@L=16940@",128
"Saarbrücker Str., Ritterstraße Püttlingen","A=1@O=Saarbrücker Str., Ritterstraße Püttlingen@X=6913990@Y=49281679@U=80@L=16821@",128
"Walpershofen/Etzenhofen, Riegelsberg","A=1@O=Walpershofen/Etzenhofen, Riegelsberg@X=6914440@Y=49317888@U=80@L=17608@",64
"Etzenhofen Dorf, Köllerbach Püttlingen","A=1@O=Etzenhofen Dorf, Köllerbach Püttlingen@X=6914772@Y=49313024@U=80@L=16916@",128
"Zur Ellertskrepp, Niedersalbach Heusweiler","A=1@O=Zur Ellertskrepp, Niedersalbach Heusweiler@X=6915015@Y=49338814@U=80@L=15801@",640
"Aspenschacht, Engelfangen Püttlingen","A=1@O=Aspenschacht, Engelfangen Püttlingen@X=6915132@Y=49296682@U=80@L=16908@",128
"Rosenstr., Heusweiler","A=1@O=Rosenstr., Heusweiler@X=6915258@Y=49337268@U=80@L=15542@",128
"Siedlung, Walpershofen Riegelsberg","A=1@O=Siedlung, Walpershofen Riegelsberg@X=6915294@Y=49327650@U=80@L=17602@",128
"Kindergarten, Walpershofen Riegelsberg","A=1@O=Kindergarten, Walpershofen Riegelsberg@X=6915428@Y=49323425@U=80@L=17606@",128
"Hp Etzenhofen, Walpershofen Riegelsberg","A=1@O=Hp Etzenhofen, Walpershofen Riegelsberg@X=6915743@Y=49317573@U=80@L=17605@",128
"Geranienstr., Niedersalbach Heusweiler","A=1@O=Geranienstr., Niedersalbach Heusweiler@X=6915995@Y=49335165@U=80@L=15526@",128
"Sommerbergstr. Nr 166, Köllerbach Püttlingen","A=1@O=Sommerbergstr. Nr 166, Köllerbach Püttlingen@X=6916390@Y=49288637@U=80@L=16904@",128
"Geisberg, Niedersalbach Heusweiler","A=1@O=Geisberg, Niedersalbach Heusweiler@X=6917685@Y=49338446@U=80@L=15804@",128
"Bergstr., Köllerbach Püttlingen","A=1@O=Bergstr., Köllerbach Püttlingen@X=6918871@Y=49309168@U=80@L=16931@",128
"Zollstock, Heusweiler","A=1@O=Zollstock, Heusweiler@X=6918934@Y=49340792@U=80@L=15540@",128
"Walpershofen Mitte, Riegelsberg","A=1@O=Walpershofen Mitte, Riegelsberg@X=6919743@Y=49322256@U=80@L=17600@",704
"Salbacher Str., Walpershofen Riegelsberg","A=1@O=Salbacher Str., Walpershofen Riegelsberg@X=6920166@Y=49324378@U=80@L=17601@",128
"Seniorenheim, Heusweiler","A=1@O=Seniorenheim, Heusweiler@X=6921065@Y=49333646@U=80@L=15505@",128
"Abzw Sommerbergstr., Ritterstraße Püttlingen","A=1@O=Abzw Sommerbergstr., Ritterstraße Püttlingen@X=6921496@Y=49287792@U=80@L=16820@",128
"Albertstr., Heusweiler","A=1@O=Albertstr., Heusweiler@X=6922161@Y=49339659@U=80@L=15508@",640
"Mühlenstr., Walpershofen Riegelsberg","A=1@O=Mühlenstr., Walpershofen Riegelsberg@X=6922233@Y=49326203@U=80@L=17607@",192
"Pflugscheid Humes, Riegelsberg","A=1@O=Pflugscheid Humes, Riegelsberg@X=6924867@Y=49296340@U=80@L=17504@",128
"Zur Neumühle, Heusweiler","A=1@O=Zur Neumühle, Heusweiler@X=6925038@Y=49328360@U=80@L=15512@",128
"Schulzentrum, Heusweiler","A=1@O=Schulzentrum, Heusweiler@X=6925272@Y=49333466@U=80@L=15529@",192
"Auf Jungs Wies, Heusweiler","A=1@O=Auf Jungs Wies, Heusweiler@X=6926081@Y=49333709@U=80@L=15517@",128
"Kirchstr., Heusweiler","A=1@O=Kirchstr., Heusweiler@X=6926476@Y=49338356@U=80@L=15507@",640
"Paul-Theresia-Str., Heusweiler","A=1@O=Paul-Theresia-Str., Heusweiler@X=6927780@Y=49329160@U=80@L=15511@",128
"Kurzenberg, Walpershofen Riegelsberg","A=1@O=Kurzenberg, Walpershofen Riegelsberg@X=6928130@Y=49320333@U=80@L=17603@",640
"Pflugscheid Schule, Riegelsberg","A=1@O=Pflugscheid Schule, Riegelsberg@X=6928930@Y=49297940@U=80@L=17505@",128
"Hixberg Wasserturm, Riegelsberg","A=1@O=Hixberg Wasserturm, Riegelsberg@X=6928984@Y=49291396@U=80@L=17503@",128
"Ev. Kirche, Heusweiler","A=1@O=Ev. Kirche, Heusweiler@X=6929038@Y=49337538@U=80@L=15516@",128
"Biekenstr., Riegelsberg","A=1@O=Biekenstr., Riegelsberg@X=6929883@Y=49302345@U=80@L=17517@",1664
"Am Hesselborn, Riegelsberg","A=1@O=Am Hesselborn, Riegelsberg@X=6929919@Y=49305851@U=80@L=17516@",1664
"Markt, Heusweiler","A=1@O=Markt, Heusweiler@X=6930009@Y=49336810@U=80@L=15537@",1728
"Kath. Kirche, Heusweiler","A=1@O=Kath. Kirche, Heusweiler@X=6930297@Y=49339210@U=80@L=15502@",128
"Rathaus, Heusweiler","A=1@O=Rathaus, Heusweiler@X=6930719@Y=49335623@U=80@L=15500@",1664
"Hixberg Lange Str., Riegelsberg","A=1@O=Hixberg Lange Str., Riegelsberg@X=6931070@Y=49293850@U=80@L=17520@",128
"Platanenweg, Riegelsberg","A=1@O=Platanenweg, Riegelsberg@X=6931312@Y=49304655@U=80@L=17540@",640
"Brücke, Dilsburg Heusweiler","A=1@O=Brücke, Dilsburg Heusweiler@X=6931699@Y=49331875@U=80@L=15510@",1664
"Illinger Str., Heusweiler","A=1@O=Illinger Str., Heusweiler@X=6931879@Y=49333951@U=80@L=15501@",640
"In den Eichen, Riegelsberg","A=1@O=In den Eichen, Riegelsberg@X=6932796@Y=49309995@U=80@L=17515@",1664
"Am Wäldchen, Riegelsberg","A=1@O=Am Wäldchen, Riegelsberg@X=6933074@Y=49307253@U=80@L=17539@",640
"Goethestr., Riegelsberg","A=1@O=Goethestr., Riegelsberg@X=6933371@Y=49318031@U=80@L=17522@",640
"Gisorsstr., Riegelsberg","A=1@O=Gisorsstr., Riegelsberg@X=6933425@Y=49314328@U=80@L=17529@",1216
"Ludwigstr., Dilsburg Heusweiler","A=1@O=Ludwigstr., Dilsburg Heusweiler@X=6933461@Y=49330562@U=80@L=15538@",640
"Wiesenstr., Riegelsberg","A=1@O=Wiesenstr., Riegelsberg@X=6934171@Y=49302777@U=80@L=17541@",640
"Hixberg Tankstelle, Riegelsberg","A=1@O=Hixberg Tankstelle, Riegelsberg@X=6934638@Y=49295540@U=80@L=17519@",128
"Ortsmitte, Dilsburg Heusweiler","A=1@O=Ortsmitte, Dilsburg Heusweiler@X=6934908@Y=49327623@U=80@L=15513@",1152
"Köllner Str., Riegelsberg","A=1@O=Köllner Str., Riegelsberg@X=6935277@Y=49297644@U=80@L=17518@",1664
"In der Hommersbach (Bus), Heusweiler","A=1@O=In der Hommersbach (Bus), Heusweiler@X=6935403@Y=49345493@U=80@L=15503@",128
"Tannenweg, Riegelsberg","A=1@O=Tannenweg, Riegelsberg@X=6935492@Y=49308098@U=80@L=17530@",640
"Dörschbach Brücke, Riegelsberg","A=1@O=Dörschbach Brücke, Riegelsberg@X=6936203@Y=49310552@U=80@L=17514@",1024
"Kirschhof, Heusweiler","A=1@O=Kirschhof, Heusweiler@X=6936562@Y=49349691@U=80@L=15541@",64
"Buchschacher Str., Riegelsberg","A=1@O=Buchschacher Str., Riegelsberg@X=6937101@Y=49302570@U=80@L=17542@",640
"In der Hommersbach, Heusweiler","A=1@O=In der Hommersbach, Heusweiler@X=6937326@Y=49344891@U=80@L=15536@",64
"Heesbach, Riegelsberg","A=1@O=Heesbach, Riegelsberg@X=6937560@Y=49322724@U=80@L=17521@",1664
"Güchenbach, Riegelsberg","A=1@O=Güchenbach, Riegelsberg@X=6937830@Y=49311128@U=80@L=17510@",1728
"Grube Dilsburg, Heusweiler","A=1@O=Grube Dilsburg, Heusweiler@X=6939160@Y=49330356@U=80@L=15514@",640
"Autobahnbrücke, Kirschhof Heusweiler","A=1@O=Autobahnbrücke, Kirschhof Heusweiler@X=6939304@Y=49349835@U=80@L=16100@",128
"Lindenschule, Riegelsberg","A=1@O=Lindenschule, Riegelsberg@X=6939726@Y=49306435@U=80@L=17525@",128
"Russenweg, Riegelsberg","A=1@O=Russenweg, Riegelsberg@X=6939789@Y=49310894@U=80@L=17548@",1664
"Ellerstr., Riegelsberg","A=1@O=Ellerstr., Riegelsberg@X=6940113@Y=49315451@U=80@L=17507@",1664
"Stumpen, Riegelsberg","A=1@O=Stumpen, Riegelsberg@X=6940293@Y=49318013@U=80@L=17524@",1664
"Riegelsberghalle, Riegelsberg","A=1@O=Riegelsberghalle, Riegelsberg@X=6940302@Y=49308835@U=80@L=17528@",704
"Marienstr., Riegelsberg","A=1@O=Marienstr., Riegelsberg@X=6941048@Y=49303424@U=80@L=17545@",640
"Hixberg Kirche, Riegelsberg","A=1@O=Hixberg Kirche, Riegelsberg@X=6941147@Y=49297095@U=80@L=17502@",1664
"Rittershofer Str., Heusweiler","A=1@O=Rittershofer Str., Heusweiler@X=6941362@Y=49337538@U=80@L=15527@",640
"Schachtstr., Dilsburg Heusweiler","A=1@O=Schachtstr., Dilsburg Heusweiler@X=6942900@Y=49330356@U=80@L=15518@",640
"Schmiedestr., Riegelsberg","A=1@O=Schmiedestr., Riegelsberg@X=6943178@Y=49310444@U=80@L=17537@",640
"Hilschbacher Str., Riegelsberg","A=1@O=Hilschbacher Str., Riegelsberg@X=6943682@Y=49320216@U=80@L=17531@",640
"Rathaus, Riegelsberg","A=1@O=Rathaus, Riegelsberg@X=6943762@Y=49301761@U=80@L=17512@",1728
"Kirchstr., Riegelsberg","A=1@O=Kirchstr., Riegelsberg@X=6944724@Y=49307433@U=80@L=17527@",192
"Abzw Berschweiler, Heusweiler","A=1@O=Abzw Berschweiler, Heusweiler@X=6945515@Y=49338104@U=80@L=15506@",640
"Ziegelhütter Str., Riegelsberg","A=1@O=Ziegelhütter Str., Riegelsberg@X=6947457@Y=49315523@U=80@L=17509@",640
"Hahnenstr., Riegelsberg","A=1@O=Hahnenstr., Riegelsberg@X=6947592@Y=49311640@U=80@L=17536@",640
"In der Hohl, Riegelsberg","A=1@O=In der Hohl, Riegelsberg@X=6948266@Y=49319856@U=80@L=17535@",640
"Von der Heydt, Saarbrücken Burbach","A=1@O=Von der Heydt, Saarbrücken Burbach@X=6948563@Y=49277895@U=80@L=12302@",512
"Wolfskaulstr., Riegelsberg","A=1@O=Wolfskaulstr., Riegelsberg@X=6949201@Y=49296709@U=80@L=17513@",1728
"Forstamt, Saarbrücken Burbach","A=1@O=Forstamt, Saarbrücken Burbach@X=6950666@Y=49276636@U=80@L=12304@",512
"Schulweg, Riegelsberg","A=1@O=Schulweg, Riegelsberg@X=6951781@Y=49316108@U=80@L=17533@",640
"Von der Heydt Siedl., Saarbrücken Burbach","A=1@O=Von der Heydt Siedl., Saarbrücken Burbach@X=6952878@Y=49275728@U=80@L=12303@",512
"Gartenstr., Riegelsberg","A=1@O=Gartenstr., Riegelsberg@X=6952922@Y=49313501@U=80@L=17534@",640
"Riegelsberg Süd, Riegelsberg","A=1@O=Riegelsberg Süd, Riegelsberg@X=6953399@Y=49294300@U=80@L=17523@",1728
"Bietschieder Weg, Heusweiler","A=1@O=Bietschieder Weg, Heusweiler@X=6954550@Y=49330526@U=80@L=15519@",640
"Dorfstr., Riegelsberg","A=1@O=Dorfstr., Riegelsberg@X=6954684@Y=49315649@U=80@L=17532@",640
"Abzw Ziegelhütter Weg, Numborn Heusweiler","A=1@O=Abzw Ziegelhütter Weg, Numborn Heusweiler@X=6956275@Y=49343669@U=80@L=15710@",640
"Berschweiler Ölmühle, Heusweiler","A=1@O=Berschweiler Ölmühle, Heusweiler@X=6956311@Y=49338841@U=80@L=15533@",640
"Berschweiler Brücke, Heusweiler","A=1@O=Berschweiler Brücke, Heusweiler@X=6960662@Y=49339462@U=80@L=15532@",640
"Heinrichshaus, Saarbrücken Malstatt","A=1@O=Heinrichshaus, Saarbrücken Malstatt@X=6962109@Y=49274937@U=80@L=12301@",1728
"Mehlenbachstr., Numborn Heusweiler","A=1@O=Mehlenbachstr., Numborn Heusweiler@X=6962595@Y=49348172@U=80@L=15711@",640
"Spielplatz, Numborn Heusweiler","A=1@O=Spielplatz, Numborn Heusweiler@X=6969193@Y=49347723@U=80@L=15712@",640
"Burgstr., Numborn Heusweiler","A=1@O=Burgstr., Numborn Heusweiler@X=6972465@Y=49347525@U=80@L=15715@",640
"Engelbüsch, Holz Heusweiler","A=1@O=Engelbüsch, Holz Heusweiler@X=6975108@Y=49330841@U=80@L=15601@",640
"Kindergarten, Numborn Heusweiler","A=1@O=Kindergarten, Numborn Heusweiler@X=6980142@Y=49349997@U=80@L=15713@",640
"Jakobusstr., Kutzhof Heusweiler","A=1@O=Jakobusstr., Kutzhof Heusweiler@X=6980232@Y=49348442@U=80@L=15716@",640
"Lummerschieder Str., Kutzhof Heusweiler","A=1@O=Lummerschieder Str., Kutzhof Heusweiler@X=6980232@Y=49344010@U=80@L=15717@",512
"Friedhof, Holz Heusweiler","A=1@O=Friedhof, Holz Heusweiler@X=6980447@Y=49329672@U=80@L=15612@",128
"Unterdorfstr., Holz Heusweiler","A=1@O=Unterdorfstr., Holz Heusweiler@X=6981517@Y=49330940@U=80@L=15606@",640
"Feuerwehr, Kutzhof Heusweiler","A=1@O=Feuerwehr, Kutzhof Heusweiler@X=6985194@Y=49346689@U=80@L=15714@",640
"Holzer Platz, Holz Heusweiler","A=1@O=Holzer Platz, Holz Heusweiler@X=6986533@Y=49331632@U=80@L=15603@",640
"Katasteramt, Lebach","A=1@O=Katasteramt, Lebach@X=6901504@Y=49406764@U=80@L=41504@",1152
"Wendeplatz, Reisbach Saarwellingen","A=1@O=Wendeplatz, Reisbach Saarwellingen@X=6902385@Y=49362915@U=80@L=45016@",1664
"Theeltalschule, Lebach","A=1@O=Theeltalschule, Lebach@X=6904219@Y=49413775@U=80@L=41516@",1152
"Falscheider Str., Eidenborn Lebach","A=1@O=Falscheider Str., Eidenborn Lebach@X=6904749@Y=49387958@U=80@L=41803@",1152
"Kirche, Eidenborn Lebach","A=1@O=Kirche, Eidenborn Lebach@X=6905495@Y=49391572@U=80@L=41802@",1664
"Bahnhof, Lebach","A=1@O=Bahnhof, Lebach@X=6906871@Y=49408391@U=80@L=41500@",1664
Lebach,A=1@O=Lebach@X=6907230@Y=49408328@U=80@L=8000563@,72
"Abzw Landsweiler, Eidenborn Lebach","A=1@O=Abzw Landsweiler, Eidenborn Lebach@X=6908210@Y=49393055@U=80@L=41801@",1664
"Theelbrücke, Lebach","A=1@O=Theelbrücke, Lebach@X=6910143@Y=49409542@U=80@L=41510@",128
"Kaserne, Lebach","A=1@O=Kaserne, Lebach@X=6910359@Y=49406467@U=80@L=41503@",1152
"Saarlouiser Str., Lebach","A=1@O=Saarlouiser Str., Lebach@X=6912076@Y=49405254@U=80@L=41506@",1152
"Obere Galgenheck, Lebach","A=1@O=Obere Galgenheck, Lebach@X=6912309@Y=49401775@U=80@L=41507@",1152
"Tholeyer Str., Lebach","A=1@O=Tholeyer Str., Lebach@X=6912705@Y=49412652@U=80@L=41508@",1152
"Amtsgericht, Lebach","A=1@O=Amtsgericht, Lebach@X=6912750@Y=49405901@U=80@L=41501@",1664
"Hirschsprung, Lebach","A=1@O=Hirschsprung, Lebach@X=6913478@Y=49399546@U=80@L=41522@",1024
"Im Kaumet, Lebach","A=1@O=Im Kaumet, Lebach@X=6914673@Y=49400346@U=80@L=41521@",1024
"Krohn, Niedersaubach Lebach","A=1@O=Krohn, Niedersaubach Lebach@X=6915923@Y=49426801@U=80@L=42302@",1152
"Waldfriede, Reisbach Saarwellingen","A=1@O=Waldfriede, Reisbach Saarwellingen@X=6916112@Y=49364299@U=80@L=45004@",640
"Abzw Gresaubach, Lebach","A=1@O=Abzw Gresaubach, Lebach@X=6918242@Y=49415241@U=80@L=41509@",1152
Lebach Süd,A=1@O=Lebach Süd@X=6919258@Y=49402395@U=80@L=41529@,64
"Kapelle, Niedersaubach Lebach","A=1@O=Kapelle, Niedersaubach Lebach@X=6919510@Y=49424023@U=80@L=42303@",1152
"Weyhermühle, Lebach","A=1@O=Weyhermühle, Lebach@X=6920391@Y=49399788@U=80@L=41505@",1664
"Abzw Zu den Linden, Niedersaubach Lebach","A=1@O=Abzw Zu den Linden, Niedersaubach Lebach@X=6920516@Y=49421821@U=80@L=42301@",1152
"Grundschule, Landsweiler Lebach","A=1@O=Grundschule, Landsweiler Lebach@X=6921020@Y=49389136@U=80@L=42206@",1024
"Abzw Plückwies, Lebach","A=1@O=Abzw Plückwies, Lebach@X=6921523@Y=49415996@U=80@L=41530@",1152
"GH Schweizer, Landsweiler Lebach","A=1@O=GH Schweizer, Landsweiler Lebach@X=6923726@Y=49390781@U=80@L=42202@",1664
"Am Hirtenhaus, Hirtel Heusweiler","A=1@O=Am Hirtenhaus, Hirtel Heusweiler@X=6924588@Y=49350833@U=80@L=15523@",128
"Landsweiler Nord, Lebach","A=1@O=Landsweiler Nord, Lebach@X=6926548@Y=49391527@U=80@L=42207@",64
"Dreschplatz, Landsweiler Lebach","A=1@O=Dreschplatz, Landsweiler Lebach@X=6926800@Y=49390547@U=80@L=42204@",1536
"Donatusstr., Landsweiler Lebach","A=1@O=Donatusstr., Landsweiler Lebach@X=6927132@Y=49386493@U=80@L=42201@",128
"Spitzeich, Landsweiler Lebach","A=1@O=Spitzeich, Landsweiler Lebach@X=6928238@Y=49374789@U=80@L=42203@",128
"Landsweiler Süd, Lebach","A=1@O=Landsweiler Süd, Lebach@X=6928948@Y=49387338@U=80@L=42208@",64
"Abzw Bubach, Neububach Eppelborn","A=1@O=Abzw Bubach, Neububach Eppelborn@X=6929910@Y=49414135@U=80@L=31311@",640
"B269, Neububach Eppelborn","A=1@O=B269, Neububach Eppelborn@X=6930431@Y=49414656@U=80@L=31310@",640
"Lebacher Str., Eiweiler Heusweiler","A=1@O=Lebacher Str., Eiweiler Heusweiler@X=6931816@Y=49361000@U=80@L=15404@",128
"Abzw Hirtel, Eiweiler Heusweiler","A=1@O=Abzw Hirtel, Eiweiler Heusweiler@X=6932166@Y=49351651@U=80@L=15401@",128
"Mühle, Eiweiler Heusweiler","A=1@O=Mühle, Eiweiler Heusweiler@X=6933110@Y=49356505@U=80@L=15402@",128
"Abzw Höhenstr., Eiweiler Heusweiler","A=1@O=Abzw Höhenstr., Eiweiler Heusweiler@X=6933128@Y=49367059@U=80@L=15403@",128
"Jahnstr., Eiweiler Heusweiler","A=1@O=Jahnstr., Eiweiler Heusweiler@X=6933137@Y=49363607@U=80@L=15408@",128
"Eiweiler Nord, Heusweiler","A=1@O=Eiweiler Nord, Heusweiler@X=6933443@Y=49362240@U=80@L=15421@",64
"Eiweiler, Heusweiler","A=1@O=Eiweiler, Heusweiler@X=6934809@Y=49356676@U=80@L=15420@",64
"Kirschhofer Str., Kirschhof Heusweiler","A=1@O=Kirschhofer Str., Kirschhof Heusweiler@X=6936382@Y=49351363@U=80@L=16102@",128
"Grundschule, Eiweiler Heusweiler","A=1@O=Grundschule, Eiweiler Heusweiler@X=6936607@Y=49362663@U=80@L=15406@",128
"Junkersfeld, Eiweiler Heusweiler","A=1@O=Junkersfeld, Eiweiler Heusweiler@X=6937937@Y=49365728@U=80@L=15409@",128
"Telefonzelle, Kirschhof Heusweiler","A=1@O=Telefonzelle, Kirschhof Heusweiler@X=6939232@Y=49352065@U=80@L=16101@",128
"Ziegelei, Aschbach Lebach","A=1@O=Ziegelei, Aschbach Lebach@X=6940670@Y=49423942@U=80@L=41603@",1152
"Insel, Bubach Eppelborn","A=1@O=Insel, Bubach Eppelborn@X=6941102@Y=49412301@U=80@L=31303@",1664
"Abzw Bahnhof, Bubach Eppelborn","A=1@O=Abzw Bahnhof, Bubach Eppelborn@X=6945821@Y=49411330@U=80@L=31302@",1664
"Schule, Aschbach Lebach","A=1@O=Schule, Aschbach Lebach@X=6947502@Y=49430765@U=80@L=41602@",1152
"Grundschule, Bubach Eppelborn","A=1@O=Grundschule, Bubach Eppelborn@X=6947835@Y=49406872@U=80@L=31304@",640
Bubach,A=1@O=Bubach@X=6948221@Y=49411025@U=80@L=8001221@,8
"Brunnen, Calmesweiler Eppelborn","A=1@O=Brunnen, Calmesweiler Eppelborn@X=6950999@Y=49413497@U=80@L=31322@",640
"Illtalstr., Bubach Eppelborn","A=1@O=Illtalstr., Bubach Eppelborn@X=6951026@Y=49408517@U=80@L=31301@",1664
"Obere Habach, Habach Eppelborn","A=1@O=Obere Habach, Habach Eppelborn@X=6952887@Y=49383167@U=80@L=31601@",640
"Rothstr., Calmesweiler Eppelborn","A=1@O=Rothstr., Calmesweiler Eppelborn@X=6953183@Y=49418198@U=80@L=31323@",640
"Fischweiher, Calmesweiler Eppelborn","A=1@O=Fischweiher, Calmesweiler Eppelborn@X=6953417@Y=49420212@U=80@L=31330@",640
"Kirche, Calmesweiler Eppelborn","A=1@O=Kirche, Calmesweiler Eppelborn@X=6953893@Y=49411474@U=80@L=31321@",640
"Ortsmitte, Habach Eppelborn","A=1@O=Ortsmitte, Habach Eppelborn@X=6954352@Y=49381900@U=80@L=31602@",640
"Kreisel, Eppelborn","A=1@O=Kreisel, Eppelborn@X=6954729@Y=49405991@U=80@L=31512@",1664
"Kirchenfeld, Calmesweiler Eppelborn","A=1@O=Kirchenfeld, Calmesweiler Eppelborn@X=6956105@Y=49410063@U=80@L=31320@",640
"Denkmal, Macherbach Eppelborn","A=1@O=Denkmal, Macherbach Eppelborn@X=6956653@Y=49422603@U=80@L=31332@",640
"Wasserwerk, Eppelborn","A=1@O=Wasserwerk, Eppelborn@X=6958406@Y=49405793@U=80@L=31505@",640
"Spielplatz, Macherbach Eppelborn","A=1@O=Spielplatz, Macherbach Eppelborn@X=6958891@Y=49422962@U=80@L=31331@",640
"Mittelstr., Habach Eppelborn","A=1@O=Mittelstr., Habach Eppelborn@X=6959601@Y=49384875@U=80@L=31604@",640
"Sonnenweg, Calmesweiler Eppelborn","A=1@O=Sonnenweg, Calmesweiler Eppelborn@X=6960186@Y=49408966@U=80@L=31324@",640
"Untere Habach, Habach Eppelborn","A=1@O=Untere Habach, Habach Eppelborn@X=6960662@Y=49384228@U=80@L=31603@",640
"Gemeinschaftsschule, Eppelborn","A=1@O=Gemeinschaftsschule, Eppelborn@X=6960923@Y=49404076@U=80@L=31506@",1664
"Kuhschwanz, Eppelborn","A=1@O=Kuhschwanz, Eppelborn@X=6961975@Y=49396633@U=80@L=31507@",640
"Rathaus, Eppelborn","A=1@O=Rathaus, Eppelborn@X=6962927@Y=49405353@U=80@L=31504@",640
"Koßmannstr., Eppelborn","A=1@O=Koßmannstr., Eppelborn@X=6965417@Y=49400400@U=80@L=31510@",640
"Landheim, Wiesbach Eppelborn","A=1@O=Landheim, Wiesbach Eppelborn@X=6966146@Y=49378520@U=80@L=32007@",640
"Kindergarten, Eppelborn","A=1@O=Kindergarten, Eppelborn@X=6966173@Y=49405227@U=80@L=31502@",640
"Auf der Dörr, Wiesbach Eppelborn","A=1@O=Auf der Dörr, Wiesbach Eppelborn@X=6967431@Y=49368119@U=80@L=32010@",640
Eppelborn,A=1@O=Eppelborn@X=6968033@Y=49408984@U=80@L=8001812@,8
"Bahnhof, Eppelborn","A=1@O=Bahnhof, Eppelborn@X=6968770@Y=49408858@U=80@L=31500@",640
"Brücke, Wiesbach Eppelborn","A=1@O=Brücke, Wiesbach Eppelborn@X=6969463@Y=49376596@U=80@L=32006@",640
"Europaplatz, Eppelborn","A=1@O=Europaplatz, Eppelborn@X=6969580@Y=49407474@U=80@L=31503@",640
"Buchenweg, Wiesbach Eppelborn","A=1@O=Buchenweg, Wiesbach Eppelborn@X=6970496@Y=49372317@U=80@L=32017@",640
"Dirminger Str., Eppelborn","A=1@O=Dirminger Str., Eppelborn@X=6973652@Y=49409488@U=80@L=31513@",640
"Obere Hohlstr., Wiesbach Eppelborn","A=1@O=Obere Hohlstr., Wiesbach Eppelborn@X=6973903@Y=49370528@U=80@L=32011@",640
"Hohlstr., Wiesbach Eppelborn","A=1@O=Hohlstr., Wiesbach Eppelborn@X=6974604@Y=49374583@U=80@L=32005@",640
"Schlossstr., Eppelborn","A=1@O=Schlossstr., Eppelborn@X=6975467@Y=49402431@U=80@L=31501@",640
"Römerstr., Wiesbach Eppelborn","A=1@O=Römerstr., Wiesbach Eppelborn@X=6976196@Y=49359984@U=80@L=32012@",640
"Hauptstr., Wiesbach Eppelborn","A=1@O=Hauptstr., Wiesbach Eppelborn@X=6976241@Y=49373917@U=80@L=32013@",640
"Brühlstr., Wiesbach Eppelborn","A=1@O=Brühlstr., Wiesbach Eppelborn@X=6978928@Y=49371643@U=80@L=32018@",640
"Mangelhausen, Numborn Heusweiler","A=1@O=Mangelhausen, Numborn Heusweiler@X=6979162@Y=49358069@U=80@L=15721@",512
"Siedlung, Eppelborn","A=1@O=Siedlung, Eppelborn@X=6979414@Y=49412346@U=80@L=31508@",640
"Brückhumes, Numborn Heusweiler","A=1@O=Brückhumes, Numborn Heusweiler@X=6979584@Y=49353772@U=80@L=15718@",640
"Barbarahalle, Numborn Heusweiler","A=1@O=Barbarahalle, Numborn Heusweiler@X=6979674@Y=49351022@U=80@L=15720@",640
"Mangelhausen, Wiesbach Eppelborn","A=1@O=Mangelhausen, Wiesbach Eppelborn@X=6979710@Y=49358923@U=80@L=32008@",640
"Augustinusstr., Wiesbach Eppelborn","A=1@O=Augustinusstr., Wiesbach Eppelborn@X=6980034@Y=49369513@U=80@L=32002@",640
"Grundschule, Wiesbach Eppelborn","A=1@O=Grundschule, Wiesbach Eppelborn@X=6980771@Y=49369863@U=80@L=32015@",640
"Kreuzung, Wiesbach Eppelborn","A=1@O=Kreuzung, Wiesbach Eppelborn@X=6981077@Y=49372955@U=80@L=32003@",640
"Friedhof, Wiesbach Eppelborn","A=1@O=Friedhof, Wiesbach Eppelborn@X=6981994@Y=49367661@U=80@L=32014@",640
"Jägerberg, Wiesbach Eppelborn","A=1@O=Jägerberg, Wiesbach Eppelborn@X=6983603@Y=49365063@U=80@L=32001@",640
"Vogelsbüsch, Lockweiler Wadern","A=1@O=Vogelsbüsch, Lockweiler Wadern@X=6902682@Y=49504710@U=80@L=27304@",640
"Oberdorf, Limbach Schmelz","A=1@O=Oberdorf, Limbach Schmelz@X=6902969@Y=49475747@U=80@L=45608@",1152
